Index,Symbol,TradeCenterId,CategoryId,CompanyName,CategoryName
931,NVL,1,345,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản và Xây dựng
932,NVP,9,346,Công ty Cổ phần Nước sạch Vĩnh Phúc,Dịch vụ
933,NVS,8,341,Công ty cổ phần Chứng khoán NAVIBANK,Tài chính
934,NVT,1,345,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản và Xây dựng
935,NWT,9,346,Công ty cổ phần Vận tải Newway,Dịch vụ
936,NXT,9,345,CTCP Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Bất động sản và Xây dựng
937,OCB,1,341,Ngân hàng Thương mại cổ phần Phương Đông,Tài chính
938,OCH,2,345,Công ty Cổ phần One Capital Hospitality,Bất động sản và Xây dựng
939,OCS,8,341,Công ty Cổ phần Chứng khoán Đại Dương,Tài chính
940,ODE,9,346,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Dịch vụ
941,OGC,1,345,Công ty Cổ phần Tập đoàn Đại Dương,Bất động sản và Xây dựng
942,OIL,9,340,Tổng Công ty Dầu Việt Nam - CTCP,Năng lượng
943,OMC,8,0,Công ty Cổ phần Quản lý quỹ đầu tư Chứng khoán Phương Đông,
944,ONE,2,347,Công ty Cổ phần Công nghệ ONE,Công nghệ
945,ONW,9,347,Công ty Cổ phần Dịch vụ Một Thế giới,Công nghệ
946,OPC,1,342,Công ty cổ phần Dược phẩm OPC,Y tế
947,ORS,1,341,Công ty Cổ phần Chứng khoán Tiên Phong,Tài chính
948,OSC,8,341,Công ty Cổ phần Chứng khoán ĐẠI TÂY DƯƠNG,Tài chính
949,PAC,1,343,Công ty Cổ phần Pin Ắc quy Miền Nam ,Công nghiệp
950,PAI,9,347,"CTCP Công nghệ thông tin, viễn thông và tự động hóa Dầu khí",Công nghệ
951,PAN,1,338,Công ty Cổ phần Tập đoàn PAN,Nông nghiệp
952,PAP,9,343,Công ty cổ phần Dầu khí Đầu tư Khai thác Cảng Phước An,Công nghiệp
953,PAS,9,344,Công ty cổ phần Quốc tế Phương Anh,Nguyên vật liệu
954,PAT,9,344,Công ty cổ phần Phốt pho Apatit Việt Nam,Nguyên vật liệu
955,PBC,9,342,CTCP Dược phẩm Trung ương I - Pharbaco,Y tế
956,PBP,2,344,Công ty cổ phần Bao bì Dầu khí Việt Nam,Nguyên vật liệu
957,PBT,9,344,Công ty cổ phần Nhà và Thương mại Dầu khí,Nguyên vật liệu
958,PC1,1,345,Công ty Cổ phần Tập đoàn PC1,Bất động sản và Xây dựng
959,PCC,9,345,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Bất động sản và Xây dựng
960,PCE,2,338,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Nông nghiệp
961,PCF,9,338,Công ty cổ phần Cà Phê Petec,Nông nghiệp
962,PCG,9,340,Công ty Cổ phần Đầu tư và Phát triển Gas Đô Thị,Năng lượng
963,PCH,2,343,Công ty Cổ phần Nhựa Picomat,Công nghiệp
964,PCM,9,345,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Bất động sản và Xây dựng
965,PCT,2,343,Công ty cổ phần Vận tải biển Global Pacific,Công nghiệp
966,PDB,2,345,Công ty Cổ phần Tập đoàn đầu tư DIN Capital,Bất động sản và Xây dựng
967,PDC,9,346,Công ty cổ phần Du lịch Dầu khí Phương Đông,Dịch vụ
968,PDN,1,343,Công ty Cổ phần Cảng Đồng Nai,Công nghiệp
969,PDR,1,345,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Bất động sản và Xây dựng
970,PDV,9,340,Công ty Cổ phần Vận tải và Tiếp Vận Phương Đông Việt,Năng lượng
971,PEC,9,344,Công ty Cổ phần Cơ khí Điện lực,Nguyên vật liệu
972,PEG,9,340,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Năng lượng
973,PEN,2,345,Công ty cổ phần Xây lắp III Petrolimex,Bất động sản và Xây dựng
974,PEQ,9,340,Công ty cổ phần Thiết bị Xăng dầu Petrolimex,Năng lượng
975,PET,1,346,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ
976,PFI,8,0,Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí,
977,PFL,9,345,Công ty cổ phần Dầu khí Đông Đô,Bất động sản và Xây dựng
978,PGB,9,341,Ngân hàng TMCP Thịnh vượng và Phát triển,Tài chính
979,PGC,1,340,Tổng Công ty Gas Petrolimex-CTCP,Năng lượng
980,PGD,1,340,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Năng lượng
981,PGI,1,341,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Tài chính
982,PGN,2,344,Công ty Cổ phần Phụ gia Nhựa,Nguyên vật liệu
983,PGS,2,340,Công ty Cổ phần Kinh doanh Khí Miền Nam,Năng lượng
984,PGT,2,343,Công ty Cổ phần PGT Holdings,Công nghiệp
985,PGV,1,340,Tổng Công ty Phát điện 3 - Công ty cổ phần,Năng lượng
986,PHC,1,345,Công ty cổ phần Xây dựng Phục Hưng Holdings,Bất động sản và Xây dựng
987,PHH,9,345,Công ty Cổ phần Hồng Hà Việt Nam,Bất động sản và Xây dựng
988,PHN,2,343,Công ty Cổ phần Pin Hà Nội,Công nghiệp
989,PHP,9,343,Công ty cổ phần Cảng Hải Phòng,Công nghiệp
990,PHR,1,345,Công ty cổ phần Cao su Phước Hòa,Bất động sản và Xây dựng
991,PHS,9,341,Công ty Cổ phần Chứng khoán Phú Hưng,Tài chính
992,PIA,2,347,Công ty cổ phần Tin học Viễn thông Petrolimex,Công nghệ
993,PIC,2,340,Công ty cổ phần Đầu tư Điện lực 3,Năng lượng
994,PIS,9,339,Tổng Công ty Pisico Bình Định - CTCP,Hàng tiêu dùng
995,PIT,1,346,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Dịch vụ
996,PIV,9,346,Công ty Cổ phần PIV,Dịch vụ
997,PJC,2,340,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Năng lượng
998,PJS,9,346,Công ty cổ phần Cấp nước Phú Hòa Tân,Dịch vụ
999,PJT,1,343,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công nghiệp
1000,PLA,9,345,Công ty cổ phần Đầu tư Dịch vụ Hạ tầng Xăng Dầu,Bất động sản và Xây dựng
1001,PLC,2,344,Tổng Công ty Hóa dầu Petrolimex-CTCP,Nguyên vật liệu
1002,PLE,9,345,CTCP Tư vấn Xây dựng Petrolimex,Bất động sản và Xây dựng
1003,PLO,9,343,Công ty Cổ phần Kho Vận Petec ,Công nghiệp
1004,PLP,1,344,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu
1005,PLX,1,340,Tập đoàn Xăng dầu Việt Nam,Năng lượng
1006,PMB,2,338,Công ty cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Nông nghiệp
1007,PMC,2,342,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Y tế
1008,PMG,1,340,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Năng lượng
1009,PMJ,9,347,Công ty cổ phần Vật tư Bưu điện,Công nghệ
1010,PMP,2,344,Công ty cổ phần Bao bì Đạm Phú Mỹ,Nguyên vật liệu
1011,PMS,2,343,Công ty Cổ phần Cơ khí Xăng dầu,Công nghiệp
1012,PMT,9,347,Công ty cổ phần Viễn thông TELVINA Việt Nam,Công nghệ
1013,PMW,9,346,Công ty cổ phần Cấp nước Phú Mỹ,Dịch vụ
1014,PNC,1,346,Công ty Cổ phần Văn hóa Phương Nam,Dịch vụ
1015,PND,9,340,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Năng lượng
1016,PNG,9,339,Công ty cổ phần Thương mại Phú Nhuận,Hàng tiêu dùng
1017,PNJ,1,346,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Dịch vụ
1018,PNP,9,343,Công ty cổ phần Tân Cảng - Phú Hữu,Công nghiệp
1019,PNT,9,345,Công ty cổ phần Kỹ thuật Xây dựng Phú Nhuận,Bất động sản và Xây dựng
1020,POB,9,340,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,Năng lượng
1021,POM,9,344,Công ty Cổ phần Thép Pomina,Nguyên vật liệu
1022,POS,9,340,Công ty Cổ phần Vận hành và Xây lắp PTSC,Năng lượng
1023,POT,2,347,Công ty Cổ phần Thiết bị Bưu điện,Công nghệ
1024,POV,9,340,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Năng lượng
1025,POW,1,340,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Năng lượng
1026,PPC,1,340,Công ty Cổ phần Nhiệt điện Phả Lại,Năng lượng
1027,PPE,2,345,Công ty cổ phần Tư vấn Đầu tư PP Enterprise,Bất động sản và Xây dựng
1028,PPH,9,339,Tổng Công ty Cổ phần Phong Phú,Hàng tiêu dùng
1029,PPI,9,345,Công ty Cổ phần Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Bất động sản và Xây dựng
1030,PPP,2,342,Công ty Cổ phần Dược phẩm Phong Phú,Y tế
1031,PPS,2,343,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công nghiệp
1032,PPT,2,340,Công ty cổ phần Petro Times,Năng lượng
1033,PPY,2,340,Công ty cổ phần Xăng dầu Dầu khí Phú Yên,Năng lượng
1034,PQG,8,346,CTCP Đầu tư vàng Phú Quý,Dịch vụ
1035,PQN,9,340,Công ty cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Năng lượng
1036,PRC,2,343,Công ty Cổ phần Logistics Portserco,Công nghiệp
1037,PRE,2,341,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội (Hanoi Re),Tài chính
1038,PRO,9,338,Công ty Cổ phần Procimex Việt Nam,Nông nghiệp
1039,PRT,9,345,Tổng công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Bất động sản và Xây dựng
1040,PSB,9,344,Công ty cổ phần Đầu tư Dầu khí Sao Mai – Bến Đình,Nguyên vật liệu
1041,PSC,2,340,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Năng lượng
1042,PSD,2,346,Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ
1043,PSE,2,338,Công ty cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Nông nghiệp
1044,PSG,9,345,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn  ,Bất động sản và Xây dựng
1045,PSI,2,341,Công ty cổ phần Chứng khoán Dầu khí,Tài chính
1046,PSL,9,338,Công ty Cổ phần Chăn nuôi Phú Sơn,Nông nghiệp
1047,PSN,9,340,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Năng lượng
1048,PSP,9,343,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công nghiệp
1049,PSW,2,338,Công ty cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Nông nghiệp
1050,PTB,1,346,Công ty Cổ phần Phú Tài,Dịch vụ
1051,PTC,1,343,Công ty Cổ phần Đầu tư ICapital,Công nghiệp
1052,PTD,2,345,CTCP Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Bất động sản và Xây dựng
1053,PTE,9,345,Công ty Cổ phần Xi măng Phú Thọ,Bất động sản và Xây dựng
1054,PTG,9,339,Công ty Cổ phần May Xuất khẩu Phan Thiết,Hàng tiêu dùng
1055,PTH,9,340,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Năng lượng
1056,PTI,2,341,Tổng Công ty Cổ phần Bảo hiểm Bưu điện ,Tài chính
1057,PTL,1,345,Công ty Cổ phần Victory Group,Bất động sản và Xây dựng
1058,PTM,9,343,"Công ty cổ phần Sản xuất, Thương mại và Dịch vụ ôtô PTM",Công nghiệp
1059,PTN,9,345,Công ty cổ phần Phát triển Nhà Khánh Hòa,Bất động sản và Xây dựng
1060,PTO,9,345,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Bất động sản và Xây dựng
1061,PTP,9,339,Công ty Cổ phần Dịch vụ Viễn thông và In Bưu điện,Hàng tiêu dùng
1062,PTS,2,340,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Năng lượng
1063,PTT,9,340,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Năng lượng
1064,PTV,9,340,Công ty cổ phần Thương mại Dầu khí,Năng lượng
1065,PTX,2,340,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Năng lượng
1066,PV2,2,345,Công ty cổ phần Đầu tư PV2,Bất động sản và Xây dựng
1067,PVA,9,345,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Bất động sản và Xây dựng
1068,PVB,2,343,Công ty cổ phần Bọc ống Dầu khí Việt Nam,Công nghiệp
1069,PVC,2,344,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Nguyên vật liệu
1070,PVD,1,340,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Năng lượng
1071,PVE,9,345,Tổng Công ty Tư vấn Thiết kế Dầu khí-CTCP,Bất động sản và Xây dựng
1072,PVG,2,340,Công ty Cổ phần Kinh doanh LPG Việt Nam,Năng lượng
1073,PVH,9,344,Công ty cổ phần Xây lắp dầu khí Thanh Hóa,Nguyên vật liệu
1074,PVI,2,346,Công ty Cổ phần PVI,Dịch vụ
1075,PVL,9,345,Công ty cổ phần Đầu tư Nhà đất Việt,Bất động sản và Xây dựng
1076,PVM,9,340,Công ty Cổ phần Máy - Thiết bị Dầu khí,Năng lượng
1077,PVN,8,340,Tập đoàn Dầu khí Việt Nam,Năng lượng
1078,PVO,9,344,CTCP Dầu nhờn PV Oil,Nguyên vật liệu
1079,PVP,1,340,Công ty Cổ phần Vận tải dầu khí Thái Bình Dương,Năng lượng
1080,PVR,9,345,Công ty Cổ phần đầu tư PVR Hà Nội,Bất động sản và Xây dựng
1081,PVS,2,340,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Năng lượng
1082,PVT,1,340,Tổng công ty Cổ phần Vận tải Dầu khí,Năng lượng
1083,PVV,9,345,Công ty Cổ phần Vinaconex 39,Bất động sản và Xây dựng
1084,PVX,9,345,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Bất động sản và Xây dựng
1085,PVY,9,343,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Công nghiệp
1086,PWA,9,345,Công ty Cổ phần Bất động sản Dầu khí,Bất động sản và Xây dựng
1087,PWS,9,346,Công ty Cổ phần Cấp thoát nước Phú Yên,Dịch vụ
1088,PX1,9,344,Công ty cổ phần Xi măng Sông Lam 2,Nguyên vật liệu
1089,PXA,9,345,Công ty cổ phần Đầu tư & Thương mại Dầu khí Nghệ A,Bất động sản và Xây dựng
1090,PXC,9,345,Công ty cổ phần Phát triển đô thị Dầu khí,Bất động sản và Xây dựng
1091,PXI,9,345,Công ty Cổ phần Xây dựng công nghiệp và dân dụng Dầu khí,Bất động sản và Xây dựng
1092,PXL,9,345,Tổng Công ty cổ phần Đầu tư và Phát triển KCN Dầu khí-Long Sơn,Bất động sản và Xây dựng
1093,PXM,9,345,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Bất động sản và Xây dựng
1094,PXS,9,345,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Bất động sản và Xây dựng
1095,PXT,9,345,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Bất động sản và Xây dựng
1096,QBS,9,338,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Nông nghiệp
1097,QCC,9,345,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,Bất động sản và Xây dựng
1098,QCG,1,345,Công ty Cổ phần Quốc Cường Gia Lai,Bất động sản và Xây dựng
1099,QHD,2,344,Công ty Cổ phần Que hàn điện Việt Đức,Nguyên vật liệu
1100,QHW,9,346,CTCP Nước khoáng Quảng Ninh,Dịch vụ
1101,QNC,9,345,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Bất động sản và Xây dựng
1102,QNP,1,0,Công ty Cổ phần Cảng Quy Nhơn,
1103,QNS,9,338,Công ty Cổ phần Đường Quảng Ngãi,Nông nghiệp
1104,QNT,9,0,Công ty cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,
1105,QNU,9,346,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Dịch vụ
1106,QNW,9,343,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Công nghiệp
1107,QPH,9,340,Công ty Cổ phần Thủy điện Quế Phong,Năng lượng
1108,QSP,9,343,Công ty cổ phần Tân Cảng Quy Nhơn,Công nghiệp
1109,QST,2,346,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Dịch vụ
1110,QTC,2,345,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Bất động sản và Xây dựng
1111,QTP,9,340,Công ty Cổ phần Nhiệt điện Quảng Ninh,Năng lượng
1112,RAL,1,339,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng tiêu dùng
1113,RAT,9,343,CTCP Vận tải và Thương mại Đường sắt,Công nghiệp
1114,RBC,9,338,CTCP Công nghiệp và Xuất nhập khẩu Cao Su,Nông nghiệp
1115,RCC,9,343,Công ty Cổ phần Tổng công ty Công trình đường sắt,Công nghiệp
1116,RCD,9,345,Công ty cổ phần Xây dựng - Địa ốc Cao su,Bất động sản và Xây dựng
1117,RCL,2,345,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản và Xây dựng
1118,RDP,9,344,Công ty Cổ phần Rạng Đông Holding,Nguyên vật liệu
1119,REE,1,345,Công ty Cổ phần Cơ điện lạnh,Bất động sản và Xây dựng
1120,RIC,9,346,Công ty Cổ phần Quốc tế Hoàng Gia,Dịch vụ
1121,RTB,9,338,Công ty cổ phần Cao su Tân Biên,Nông nghiệp
1122,RTD,8,338,CTCP Phát triển công nghệ nông thôn,Nông nghiệp
1123,RYG,1,0,Công ty cổ phần Sản xuất và Đầu tư Hoàng Gia,
1124,S12,9,345,Công ty Cổ phần Sông Đà 12,Bất động sản và Xây dựng
1125,S27,9,345,Công ty cổ phần Sông Đà 27,Bất động sản và Xây dựng
1126,S4A,1,340,Công ty Cổ phần Thủy điện Sê San 4A,Năng lượng
1127,S55,2,345,Công ty Cổ phần Sông Đà 505,Bất động sản và Xây dựng
1128,S72,9,345,Công ty Cổ phần Sông Đà 7.02,Bất động sản và Xây dựng
1129,S74,9,345,Công ty Cổ phần Sông Đà 7.04,Bất động sản và Xây dựng
1130,S99,2,345,Công ty Cổ phần SCI,Bất động sản và Xây dựng
1131,SAB,1,339,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Hàng tiêu dùng
1132,SAC,9,343,Công ty Cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn,Công nghiệp
1133,SAF,2,339,Công ty Cổ phần Lương thực Thực phẩm Safoco,Hàng tiêu dùng
1134,SAL,9,343,Công ty Cổ phần Trục vớt cứu hộ Việt Nam,Công nghiệp
1135,SAM,1,345,Công ty Cổ phần SAM Holdings,Bất động sản và Xây dựng
1136,SAP,9,346,Công ty Cổ phần In Sách giáo khoa tại Tp.Hồ Chí Minh,Dịch vụ
1137,SAS,9,343,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công nghiệp
1138,SAV,1,339,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,Hàng tiêu dùng
1139,SB1,9,339,Công ty cổ phần Bia Sài Gòn - Nghệ Tĩnh,Hàng tiêu dùng
1140,SBA,1,340,Công ty Cổ phần Sông Ba,Năng lượng
1141,SBB,9,0,Công ty cổ phần Tập đoàn Bia Sài Gòn Bình Tây,
1142,SBD,9,347,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ
1143,SBF,8,0,Công ty Cổ phần Quản lý quỹ Sabeco,
1144,SBG,1,0,Công ty Cổ phần Tập đoàn Cơ khí Công nghệ cao SIBA,
1145,SBH,9,340,Công ty cổ phần Thủy điện Sông Ba Hạ,Năng lượng
1146,SBL,9,339,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Hàng tiêu dùng
1147,SBM,9,340,Công ty Cổ phần Đầu tư Phát triển Bắc Minh,Năng lượng
1148,SBR,9,338,Công ty cổ phần Cao su Sông Bé,Nông nghiệp
1149,SBS,9,341,Công ty Cổ phần Chứng khoán SBS,Tài chính
1150,SBT,1,338,Công ty cổ phần Thành Thành Công - Biên Hòa,Nông nghiệp
1151,SBV,1,344,CTCP Siam Brothers Việt Nam,Nguyên vật liệu
1152,SC5,1,345,Công ty Cổ phần Xây dựng số 5 ,Bất động sản và Xây dựng
1153,SCB,8,341,Ngân hàng Thương mại Cổ phần Sài Gòn,Tài chính
1154,SCC,9,345,Công ty Cổ phần Đầu tư Thương mại Hưng Long tỉnh Hòa Bình,Bất động sản và Xây dựng
1155,SCD,9,339,Công ty Cổ phần Nước giải khát Chương Dương,Hàng tiêu dùng
1156,SCG,2,345,Công ty cổ phần Tập đoàn Xây dựng SCG,Bất động sản và Xây dựng
1157,SCI,2,345,Công ty Cổ phần SCI E&C,Bất động sản và Xây dựng
1158,SCJ,9,345,Công ty Cổ phần Xi măng Sài Sơn,Bất động sản và Xây dựng
1159,SCL,9,345,Công ty Cổ phần Sông Đà Cao Cường,Bất động sản và Xây dựng
1160,SCO,9,338,Công ty Cổ phần Công nghiệp Thủy sản,Nông nghiệp
1161,SCR,1,345,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,Bất động sản và Xây dựng
1162,SCS,1,346,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Dịch vụ
1163,SCY,9,343,Công ty Cổ phần Đóng tàu Sông Cấm,Công nghiệp
1164,SD2,9,345,Công ty Cổ phần Sông Đà 2,Bất động sản và Xây dựng
1165,SD3,9,345,Công ty Cổ phần Sông Đà 3,Bất động sản và Xây dựng
1166,SD4,9,345,Công ty Cổ phần Sông Đà 4,Bất động sản và Xây dựng
1167,SD5,2,345,Công ty Cổ phần Sông Đà 5,Bất động sản và Xây dựng
1168,SD6,9,345,Công ty Cổ phần Sông Đà 6,Bất động sản và Xây dựng
1169,SD7,9,345,Công ty Cổ phần Sông Đà 7,Bất động sản và Xây dựng
1170,SD9,2,345,Công ty Cổ phần Sông Đà 9,Bất động sản và Xây dựng
1171,SDA,2,346,Công ty Cổ phần Simco Sông Đà,Dịch vụ
1172,SDC,2,345,Công ty Cổ phần Tư vấn Sông Đà,Bất động sản và Xây dựng
1173,SDD,9,345,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Bất động sản và Xây dựng
1174,SDG,2,345,Công ty Cổ phần Sadico Cần Thơ,Bất động sản và Xây dựng
1175,SDJ,9,345,Công ty Cổ phần Sông Đà 25,Bất động sản và Xây dựng
1176,SDK,9,347,Công ty Cổ phần Cơ khí Luyện kim,Công nghệ
1177,SDN,2,344,Công ty Cổ phần Sơn Đồng Nai,Nguyên vật liệu
1178,SDP,9,345,Công ty cổ phần SDP,Bất động sản và Xây dựng
1179,SDT,9,345,Công ty Cổ phần Sông Đà 10,Bất động sản và Xây dựng
1180,SDU,2,345,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Bất động sản và Xây dựng
1181,SDV,9,346,Công ty Cổ phần Dịch vụ Sonadezi,Dịch vụ
1182,SDY,9,345,Công ty Cổ phần Xi măng Sông Đà Yaly,Bất động sản và Xây dựng
1183,SEA,9,338,Tổng công ty Thủy sản Việt Nam – CTCP,Nông nghiệp
1184,SEB,2,340,Công ty Cổ phần Đầu tư và Phát triển Điện miền Trung,Năng lượng
1185,SED,2,346,Công ty Cổ phần Đầu tư và Phát triển giáo dục Phương Nam,Dịch vụ
1186,SEP,9,346,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Dịch vụ
1187,SEV,8,347,Công ty TNHH Samsung Electronics Việt Nam,Công nghệ
1188,SFC,1,340,Công ty Cổ phần Nhiên liệu Sài Gòn,Năng lượng
1189,SFG,1,338,Công ty Cổ phần Phân bón Miền Nam,Nông nghiệp
1190,SFI,1,343,Công ty Cổ phần Đại lý Vận tải SAFI,Công nghiệp
1191,SFN,2,338,Công ty Cổ phần Dệt lưới Sài Gòn,Nông nghiệp
1192,SGB,9,341,Ngân hàng TMCP Sài Gòn Công thương,Tài chính
1193,SGC,2,339,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Hàng tiêu dùng
1194,SGD,2,346,Công ty cổ phần Sách Giáo dục tại T.P Hồ Chí Minh,Dịch vụ
1195,SGH,2,346,Công ty Cổ phần Khách sạn Sài Gòn,Dịch vụ
1196,SGI,9,339,Công ty cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng tiêu dùng
1197,SGN,1,343,Công ty cổ phần Phục vụ Mặt đất Sài Gòn,Công nghiệp
1198,SGP,9,343,Công ty Cổ phần Cảng Sài Gòn,Công nghiệp
1199,SGR,1,345,Tổng Công ty cổ phần Địa ốc Sài Gòn,Bất động sản và Xây dựng
1200,SGS,9,343,Công ty Cổ phần Vận tải biển Sài Gòn,Công nghiệp
1201,SGT,1,347,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công nghệ
1202,SHA,1,344,Công ty Cổ phần Sơn Hà Sài Gòn,Nguyên vật liệu
1203,SHB,1,341,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Tài chính
1204,SHC,9,343,Công ty Cổ phần Hàng Hải Sài Gòn,Công nghiệp
1205,SHE,2,340,Công ty Cổ phần Phát triển năng lượng Sơn Hà,Năng lượng
1206,SHF,8,341,Công ty cổ phần Quản lý quỹ Đầu tư Sài Gòn - Hà Nội,Tài chính
1207,SHG,9,345,Tổng Công ty Cổ phần Sông Hồng,Bất động sản và Xây dựng
1208,SHI,1,339,Công ty cổ phần Quốc tế Sơn Hà,Hàng tiêu dùng
1209,SHN,2,341,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Tài chính
1210,SHP,1,340,Công ty cổ phần Thủy điện Miền Nam,Năng lượng
1211,SHS,2,341,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Tài chính
1212,SHX,9,339,Công ty cổ phần Sài Gòn Hỏa xa,Hàng tiêu dùng
1213,SIC,2,345,Công ty cổ phần ANI,Bất động sản và Xây dựng
1214,SID,9,346,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Dịch vụ
1215,SIG,9,345,CTCP Đầu tư và Thương mại Sông Đà,Bất động sản và Xây dựng
1216,SII,9,345,Công ty cổ phần Hạ tầng nước Sài Gòn,Bất động sản và Xây dựng
1217,SIP,1,345,Công ty cổ phần Đầu tư Sài Gòn VRG,Bất động sản và Xây dựng
1218,SIV,9,344,Công ty Cổ phần SIVICO,Nguyên vật liệu
1219,SJ1,2,338,Công ty cổ phần Nông nghiệp Hùng Hậu,Nông nghiệp
1220,SJC,9,345,Công ty Cổ phần Sông Đà 1.01,Bất động sản và Xây dựng
1221,SJD,1,340,Công ty Cổ phần Thủy điện Cần Đơn,Năng lượng
1222,SJE,2,345,Công ty Cổ phần Sông Đà 11,Bất động sản và Xây dựng
1223,SJF,9,338,CTCP Đầu tư Sao Thái Dương,Nông nghiệp
1224,SJG,9,345,Tổng Công ty Sông Đà - Công ty cổ phần,Bất động sản và Xây dựng
1225,SJM,9,345,Công ty Cổ phần Sông Đà 19,Bất động sản và Xây dựng
